"USD","JPY","CZK","DKK","GBP","HUF","PLN","RON","SEK","CHF","NOK","HRK","RUB","TRY","AUD","BRL","CAD","CNY","HKD","IDR","ILS","INR","KRW","MXN","MYR","NZD","PHP","SGD","THB","ZAR"
-0.003487217084223,-0.00281148453911939,0.00199847242203166,6.71686403306282e-05,-0.00352491735695058,0.00226581310117879,0.000456264641402804,-0.00366064146936851,-0.000335821468253616,0.00153491971808373,-0.00315593433651618,-0.00308621512991891,-0.000309665173391593,-0.000816389617620983,-0.00481270439861076,-0.00680723990075438,-0.00536869557941538,-0.00217244152760454,-0.00316570260343241,-0.00549149454592168,-0.00252158489057308,-0.00333451330898793,-0.000156068327029857,-0.00723953827587875,-0.00460901742880071,-0.000767029568242816,-0.0023976035461537,-0.00268590685845937,-0.000127836369621104,-0.00104080991114452
0.003487217084223,0.00701394584248582,-0.00117508826682622,9.40285175752287e-05,0.00520978094463714,-0.00246026474814798,-0.00233153566265987,-0.00140320601576671,-0.000305390138272355,0.00229797113762362,0.00220405532726797,-0.000739421268522555,-0.00239083078571323,0.00141171303913024,0.00383902608988596,-0.0044957672535364,0.00444283082178726,0.00270843612944338,0.00358986727051303,0.00088234809164156,-0.000240482890801363,0.00199550586848751,0.00136477270426205,-0.00265067567536992,0.00275143175532944,0.000884981915631244,0.00123281981461698,0.00343417651986166,-0.00607826653680199,-0.00248890213239061
-0.00165906301016039,0.00389176979067063,0.00309143449946925,0.000134311118476393,-0.00247210580653104,0.000777579822104357,-2.406478239525e-05,0.00131691170897996,0.000997262698532175,-0.000510204092700139,-0.00242986078656093,-6.72472344831476e-05,-0.00230640405036109,-0.00530423150036841,-0.00240580108884936,-7.68078651631754e-05,-0.00304817676873365,-0.00292594008055636,-0.00143227740639507,-0.00165906301016072,-0.00424199238176048,-0.00221165198410311,-0.00151306017931496,0.000218657486781293,-0.00465911698530963,-0.00710188224932773,4.99471392876316e-05,-0.00312149086020513,-0.00257579412434072,0.00276431853349868
-0.00599552133212805,-0.0081681163502676,-0.00273876300930365,0.000107435907869213,-0.00530188048204142,0.000226680268453627,0.00261965853936985,-0.00313320696699115,-0.00155738695891827,-0.00409103101901642,-0.00653963947744218,0.000941050012312594,-0.00576014098670097,-0.00533251646886868,-0.00469821418853189,-0.00595774854861908,-0.0125552604248488,-0.00429578712378964,-0.00566428975530542,-0.0049340828341542,-0.00472104400692497,-0.00382630506895865,-0.00260250941124962,-0.0105498666415009,-0.00522324799248608,-0.00805037294462507,0.000499334231413684,-0.00231619246557352,-0.00537899872031788,0.000255196267461066
-0.00343024808220443,-0.00763956988309644,0.000430874093506617,2.68571735531076e-05,-0.00161871862289679,0.00168230385842616,0.00316327038915531,0.00698760607138915,0.00125220807085924,0.00153609861233989,-0.000702849670790595,0.000738775680869441,-0.00474820012970323,-0.000980720016195979,-0.00307884033455091,-0.00656367026452909,-0.00363563317041782,0.000629492380162855,-0.00356190109122467,-0.00285395890739082,-0.00269735167127005,-0.000210444630821094,-0.00239748144359542,-0.00655469280046272,-0.00183773676029442,-0.00606553821909861,-0.00168208618298493,-0.00150526872376233,-0.00218051640013872,-0.0106932674482159
0.00501589414779449,-0.0051506104236525,0.00136972920348821,0,0.00452131435977415,0.00180855235964472,0.000454496533317306,-0.00290557105141453,-0.00181264624627175,-0.000170561146584369,-0.00276450635003078,0.000241662640132034,0.00505673401860385,0.0155992144328996,0.00307884033455091,0.00982942011017829,0.00705719230999891,0.001680985376038,0.00519420615053034,0.0041605480480289,0.000802675628380323,0.00317169774272141,0.00480484224856248,0.00863640843519198,0.00340132833525009,0.00318749330168866,0.0104462970544779,0.00307085128357404,0.000649460321320294,0.0126386758930397
0.0020825531288661,0.00425675561553529,-0.000899896377023257,6.71397783293948e-05,0.0045570980999841,-0.00158230435854989,-0.000693788231037384,0.000387897599898768,0.000947466616648907,0.000937726508337428,0.00297127812642017,0.000603901220117109,0.000971771220715567,0.00219307952278558,-0.000523388955356474,-0.00241614305947868,0.0107914716327643,0.00167816440555102,0.00205525840272802,-0.000228514371940491,0.000121561333920717,0.00354066071655534,0.0010767455239602,0.0075374535813566,-0.00206445766635821,-6.00474374936599e-05,-0.000577495829205077,0.00156313534188263,-0.00119533314651044,0.00354565226719306
0.00993632419506174,0.00512878814067896,-0.00101825026421531,0.000174542330314775,-0.00103337124068449,-0.00223239654644125,-0.00150885583130478,-0.00107786506943186,0.00149578004311968,0.00433618840375188,-0.00150006493924559,-0.00112757743905734,0.00353424234489541,-0.00133720631533096,0.00886057005508212,0.00259583527287188,0.00666955290373872,0.00370503285647805,0.0101607529397962,0.00480332155667718,0.00334927381508088,0.00856079386665876,0.00560682996272188,-0.00470532431167037,0.0072795662562628,0.00437401458320008,0.00911837949354322,0.00604193809100456,0.00885305153187721,0.00490966095717615
0.0114689550744784,0.00687135586243137,0.000391757428813477,0.000120819154010299,0.000674058870859098,0.000518101170841057,-0.000863226602615841,-0.00183504115569244,-0.000152528154450771,0.00101755287334968,0.00122091293916959,-0.00153232015143168,0.00834554443483437,0.0185816340686862,0.00110207135720913,0.00711036808133203,0.00453098585195499,0.00791331285424324,0.0113920776353647,0.00967754646957353,0.0112037216210465,0.0101694480924444,0.0124843642378289,-0.00328618824028704,0.00646542846903353,0.0060797707689404,0.00991081938333949,0.00742439839240289,0.0100518821643516,0.00366814665980097
-0.00383564349962182,-0.00302348963780208,-0.000587693710961457,-5.36955996586208e-05,-0.00205730161431204,-0.000485711982348924,0.000647489800676304,0.00441996817071666,-0.00108870957981733,-0.000339069258143782,-0.00414474004879173,-0.00141342779714693,-0.00373224599830557,-0.000107666964649367,-0.00356992557762492,0.00168067266451821,-0.00453098585195499,-0.00329489589685261,-0.00385959901224453,-0.0015492145078575,0.000694585851189089,0.00447187594476528,-0.00256121360495598,-0.00697511199559653,-0.00158666411469266,-0.00118920218557506,0.00300747243468891,-0.0023451010500542,-0.00209434858051782,-0.0070697029382889
-0.00221012654937863,-0.00140423510750765,-0.00270784852389161,-0.000308805662995848,-0.00329147895059664,6.47752299745008e-05,0,0.00189137546443008,0.00200352972900086,-0.00178200225356875,-0.00091415281027496,0.000417505612087421,0.00521347027649277,0.00466211326651433,-0.00423549976685472,0.00492386781604504,-0.000592514583317882,-0.00320390845431362,-0.00277349140344407,-0.000597293554415401,0.00965016960315412,-0.00408082899171092,0.000959306303303542,-0.000880224208963387,-0.00311883843810334,-0.000476077133486186,0.00125851125068621,-0.00197909644658673,-0.0028420384497827,0.00368726582014034
0.00261887374493258,0.00634033383210042,-0.00322758683716406,8.05671930823593e-05,-0.00407295670983797,-0.000842405441211724,-0.00115138298598505,-0.00195591727140809,-0.00121994627034683,-0.00221069726969592,-0.0021536373048141,0.00192365958092777,-0.00250074986835447,-0.00601971117357536,-0.000195918367973724,-0.00446599235016998,0.00289340637184171,0.00068741648687487,0.00243898730265002,0.00143192555897542,-0.0052543481045233,0.00140906435836374,0.00226797427748959,-0.00529767826996919,0.00115779040389441,-0.00244345900647691,0.000822017211939752,0.00136104945534327,0.00135801699174376,-0.00325393970212851
0.00163332008544093,-0.00390265949480018,0.00267727235786674,-0.000282013578808193,0.00177830179443267,0.00223405898231732,0.00122330042479635,0.002449664933454,0.000284787276001897,0.000850846643689479,0.00239264428391639,-0.000766329922351705,0.00172940243037978,0.00393841100480841,-0.000587985513297917,-0.00022891152669513,0.00111566869652824,-0.00128610829949505,0.00173402598525785,-0.000593730553848815,-0.00269731744808044,0.00150933771298778,0.000237227046526733,-7.4507320378725e-05,-0.00281410548234584,0.00428699674129296,0.00112715983786948,0.000185454208796565,0.000384009835370236,-0.00321775515630485
-0.00130644257987453,0.000884955809966392,-0.0013377402057908,-0.000161186331748109,-0.00317370626265681,0.00145431067080271,-0.00021576783464794,0.00162978248461454,7.11841483371778e-05,0.000510160711685331,-0.000207828915985253,4.03477980244205e-05,-0.000728640583753659,-0.000107401003228702,-0.000980744790763044,-0.0058422259415627,0.00157294566445904,-0.00136431757479416,-0.00130546276301091,0.0015812749029358,0.000454040369598729,-0.00021091450690669,0.00233864602748479,-0.000416466659096226,-0.00207425919631987,-0.00434666795293459,0.002411072808993,-0.00167032733938471,-0.0019471708132679,-0.00981714279624901
0.000816726605347096,-0.00228773945762306,0.000157474115517253,-9.40373597688726e-05,-0.00289912945007761,0.00154893702916592,-0.00026377948188383,0.000856714552292415,0.00104683849119303,0.00127426428489891,0.00163029687776195,-0.000659217976126669,-0.00117271064098823,-0.00553600345435834,0.00508940156355092,0.00942250019067692,0.00124349634793558,0.00117317024422148,0.000741711925943633,0.000217214593881465,0.00052547353539123,-0.00133682590963602,0.00598975088144549,0.0111624847673153,-0.000145359401375389,-0.00215053846322855,0.00341376574625674,0.000680840554879825,-0.000102587776756646,0.00309463136706656
0.00837369227687193,-0.00162673801031588,-0.00114224956783993,0.000214929544236409,-0.00739377014855874,-0.00361792557959628,-0.00319485252353457,-0.00132822059416182,-0.00121972307082752,-0.00374245567366058,-0.00109003151121412,0.000255666719640946,0.00535839613997169,-0.000691458356381514,-0.00358598591285564,-0.000405628095306643,-0.00393211070892285,0.00321913946602503,0.00827808966080568,0.00642347412024336,0.00569083028779915,0.00707951754919822,-0.00191403608514573,-0.00686151578052918,0.00282034985067825,-0.00269469308842407,0.00461326851166088,0.00117490660641517,0.00110226744988484,-0.00504802761841328
0.00444283617831398,-7.40055504495629e-05,0.000275834894862825,-9.40259915398478e-05,-0.0016645528780081,0.00109968314335784,-0.00226418826857033,0.000964206586309357,-0.00137396910338516,-0.00469785190290589,-0.00434074994678779,-0.00107693353613669,-0.00419145902936702,0.00317244770945546,0.00313030123875951,-0.00952873451792979,0.00393211070892285,-0.00216191553543332,0.00454658962918408,0.00256442931756418,0.00265572915910739,0.0024375083479935,-0.00069968897117878,-0.00102652595531794,-0.00169955272214262,0.00871647309758128,0.00633441024531312,0.00129697699062847,-0.00125616885069135,-0.00127954739088532
0.00233466273577301,0.00612389857893447,-0.000946036571798814,-0.000214949756322191,0.003406493977897,0.0014536060057706,-0.00113401949637071,-0.000642701080437513,-0.00186551052353501,-0.00411805660891737,-0.00211996131884007,-0.000741065146590003,0.00350273148733393,0.0048363789257424,0.00143145316914606,0.00219915191172504,0.00235186624379846,0.00183157222950436,0.00232728276478955,0.00398776244645127,-0.00187250436916697,0.00304487465459058,0.00702784071367191,0.00809615286794241,-0.00058099725660643,0.00710777143894581,0.00478367833866411,0.00351191020511837,0.00138426066708019,0.00182066196480513
-0.00459400364683421,-0.00886596128937267,-0.00236901441391169,-1.3435893991165e-05,0.00690346487230786,-0.00148593237277428,0.000337927541896654,-0.00285429356916955,-0.00185877456136518,-0.00594957564433873,-0.00111922941763121,0.000377338153363826,0.00485982881750857,0.00256986970858342,-0.00508442526783781,0.00153143295455327,-0.00366085262090055,-0.00394713899616495,-0.00452566427964562,0.00169496935298419,-0.000450872683567249,-0.00506936597088092,0.000800477308433578,-0.00153583870045804,-0.00130847933929323,-0.00366604005671756,0.00235971604139351,-0.00240155292615102,-0.00300165701212052,0.00251234354029517
0.00338710001238346,0.00170540952615372,0.00130365238602526,-0.000161244810282124,-0.000113720361753278,0.00335635763348474,0.000313687642072624,-0.000365422443153518,2.04448806027102e-05,0.00224602720542916,0.00083692518589773,-0.000404296327757958,-0.00393684074363865,0.00166688075522914,0.00280614926203937,0.0018091712052859,0.00228960293657721,0.00233196876604103,0.0034450781881552,0.00264081003395944,0.00225233330159424,0.00445607266152948,0.00339865963414088,0.00421573180985746,0.0068762956831574,0.00331184878973267,0.0017426120034445,0.00369231188712726,0.00241229875493643,-0.00186339231729837
0.00289412534189898,0.00458275619103432,-0.00229240051380009,5.37511590223971e-05,-0.00022747952782351,0.000869523266223915,0.00130195794261545,0.000687743155049603,-0.0018417153617305,0.00361757500464779,-8.36610056538234e-05,0.00184495685712083,0.00692393131106872,-0.00215892778773741,0.000781708071856457,0.0022378200774118,-0.000915212196980875,-0.00288070763754034,0.00304323475499713,0.00192232891603972,0.00465452292785784,0.00155463039330872,-0.00167151092270412,0.00419803399829055,0.00267969570613347,-0.00794313601317931,0.001864838934166,0.000491279793718047,-0.000281989824599371,-0.0010750544478757
0.000160539412770527,0.00749397379740824,-0.000197866994452234,0.000120929545250892,-0.00444622518941618,-0.00190104937148661,0.000963321607140744,6.44516773771198e-05,0.0039351015388891,-0.0024102619914933,0.000888540500115553,0,0.000709016016799957,-0.00117761685396656,0.0135818929101563,0.00304352471924552,0.00378615244373504,0.00141589783270835,0.000164235637449384,0.00328462615911107,0.0068594786098326,0.00737360682331989,0.00558335316066394,-0.0041072426216795,0.00127548413679457,0.00835634696324561,0.00714500473390967,0.00392157365318169,0.00174193757703245,0.00287099313951611
0.00264518610410605,0.00438212795904214,-0.00297271270660815,1.34357134697893e-05,0.0037634759594351,-0.00184004571325591,-4.81440469979333e-05,-0.0019353596131888,0.00196684954847415,-0.000603474305999441,-0.00043894486721241,0.000322854032426267,0.00244701929165814,0.00252482160828449,0.00403885537967297,0.012707610516727,0.00253782469053515,0.00126113863123667,0.00269576477438749,0.00623095844682098,0.0042517468152381,0.00318550334615342,0.0154001920764015,-0.00324766994699788,-0.00172846662235449,0.000943841504706389,0.00248408759937746,0.00347975077171941,0.00393379479392264,0.00896505626726452
-0.00417135210979885,-0.00401621628603621,0.00015876796095915,5.3741048769762e-05,0.00813980392405957,0.000355360290612339,0.00105863397996431,-0.00269422844054246,0.00117012035064246,0.000258676440330063,0.00464096029868477,-0.000255584179385426,0.00290783152539564,-0.000448866619341848,0.00217294135476936,0.00451558141270691,0.00525037666980954,-0.00385209471343861,-0.00414402070114228,-0.00202382902300791,-0.00198345629669072,-0.00346761820638797,-0.00186866932038399,0.00296662228595057,2.05945650950667e-05,0.00382522167181909,-0.00498994498733385,-0.00134162722892628,-5.09891903028858e-05,0.000367628632384154
-0.0089628764246176,-0.012516729455518,0.00146740988872729,-5.3741048769762e-05,0.00357278081748306,0.00338573479413018,0.00141777529185538,0.00241436664738504,0.00352243503331939,-0.00241691960553866,0.00928996443712027,0.000376627573590138,0.00300405794676983,-0.00271887644608904,0.00407747761665611,0.00513935710071145,0.00129215678917061,-0.0103023506823958,-0.00913833021447585,-0.00305210770152442,0.0036837606647746,-0.00631508215646992,-0.00947071735523863,0.00291473007623777,-0.00596955038929781,-0.00412007645797408,-0.00978764870412085,-0.00446470268569843,-0.00721562928032426,-0.00614037605050921
